"Database Name","Allergenecity","IUIS Name","Source","Link","Species","Common Name","Description","Accession","Length","Route of allergen exposure","Group1","Gene ID","Biochemical Name","MW(SDS-PAGE)","Authority","Habitat","Organism Type"
"Allergome","Allergen Molecule","Mala r 6","Fungi, Malassezia,?Malassezia restricta, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=11054","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 1","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=467","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 1.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3364","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 10","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=1213","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 10.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3365","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 11","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=1214","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 11.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3366","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 12","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=2530","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 12.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3367","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 13","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=2680","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 13.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3368","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 4","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=11066","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 5","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=471","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 5.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3369","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 6","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=472","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 6.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3370","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 7","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=473","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 7.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3371","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 8","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=474","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 8.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3372","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 9","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=475","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala s 9.0101","Fungi, Malassezia,?Malassezia sympodialis,?Malasseziaceae,?Pityrosporum orbiculare, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=3373","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala sl 6","Fungi, Malassezia,?Malassezia slooffiae, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=11060","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala y 11","Fungi, Malassezia,?Malassezia yamatoensis,?Malasseziaceae, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=11065","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mala y 6","Fungi, Malassezia,?Malassezia yamatoensis,?Malasseziaceae, Yeasts","http://www.allergome.org/script/dettaglio.php?id_molecule=11063","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man e 5","Cassava,?Euphorbiaceae,?Manihot esculenta,?Manihot utilissima, Manioc, Plants, Tapioca","http://www.allergome.org/script/dettaglio.php?id_molecule=9419","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man e 5.0101","Cassava,?Euphorbiaceae,?Manihot esculenta,?Manihot utilissima, Manioc, Plants, Tapioca","http://www.allergome.org/script/dettaglio.php?id_molecule=9490","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man e FPA","Cassava,?Euphorbiaceae,?Manihot esculenta,?Manihot utilissima, Manioc, Plants, Tapioca","http://www.allergome.org/script/dettaglio.php?id_molecule=9626","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man e GAPDH","Cassava,?Euphorbiaceae,?Manihot esculenta,?Manihot utilissima, Manioc, Plants, Tapioca","http://www.allergome.org/script/dettaglio.php?id_molecule=9627","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i 1","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1492","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i 14kD","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1491","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i 2","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1493","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i 3","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=2856","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i 3.01","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3782","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i 3.02","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=3783","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man i Chitinase","Anacardiaceae,?Mangifera indica, Mango, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1006","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Man za TLP","Achras zapota, Chikoo, Mamey,?Manilkara zapota, Plants, Sapodilla Plum,?Sapotaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=11650","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j 1","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=3809","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j 1.0101","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=4090","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j 2","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=5849","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j 4","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=4047","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j Enolase","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=11776","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j HC","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=12296","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mar j PK","Animals, Crustaceans, Kuruma Prawn,?Marsupenaeus japonicus,?Penaeidae,?Penaeus canaliculatus japonicus,?Penaeus japonicus, Tiger Prawn","http://www.allergome.org/script/dettaglio.php?id_molecule=11775","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mat c 1","Asteraceae, Chamomile,?Chamomilla chamomilla,?Chamomilla recutita, Crown Mayweed, German Chamomile, Hungarian Chamomile,?Matricaria chamomilla,?Matricaria courrantiana?,?Matricaria recutita,?Matricaria suaveolens?, Mugwort/Ragweed-related Species, Pineapple Weed, Plants, Wild Chamomile","http://www.allergome.org/script/dettaglio.php?id_molecule=944","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mec e 7","Animals, Cockroaches and other Infestants, Grasshopper,?Gryllus elongatus, Insects,?Mecopoda elongata,?Tettigoniidae","http://www.allergome.org/script/dettaglio.php?id_molecule=1521","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Meg am 1","Animals, Brema Carp, Chinese Blunt Snout Bream,?Cyprinidae, Fishes,?Megalobrama amblycephala, Wuchang Bream","http://www.allergome.org/script/dettaglio.php?id_molecule=11892","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Meg am 2","Animals, Brema Carp, Chinese Blunt Snout Bream,?Cyprinidae, Fishes,?Megalobrama amblycephala, Wuchang Bream","http://www.allergome.org/script/dettaglio.php?id_molecule=9180","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Meg am 7","Animals, Brema Carp, Chinese Blunt Snout Bream,?Cyprinidae, Fishes,?Megalobrama amblycephala, Wuchang Bream","http://www.allergome.org/script/dettaglio.php?id_molecule=9179","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Meg sp 1","Animals, Fishes,?Megalopidae,?Megalops spp, Tarpons","http://www.allergome.org/script/dettaglio.php?id_molecule=6261","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mel ae 1","Animals, Fishes,?Gadidae, Haddock,?Melanogrammus aeglefinus","http://www.allergome.org/script/dettaglio.php?id_molecule=8141","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mel g 1","Animals, Birds, Common Turkey,?Meleagris gallopavo,?Phasianidae","http://www.allergome.org/script/dettaglio.php?id_molecule=2116","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mel g 2","Animals, Birds, Common Turkey,?Meleagris gallopavo,?Phasianidae","http://www.allergome.org/script/dettaglio.php?id_molecule=2115","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mel g 3","Animals, Birds, Common Turkey,?Meleagris gallopavo,?Phasianidae","http://www.allergome.org/script/dettaglio.php?id_molecule=2114","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mel g 4","Animals, Birds, Common Turkey,?Meleagris gallopavo,?Phasianidae","http://www.allergome.org/script/dettaglio.php?id_molecule=10290","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Mel g 5","Animals, Birds, Common Turkey,?Meleagris gallopavo,?Phasianidae","http://www.allergome.org/script/dettaglio.php?id_molecule=7667","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
